id,common_name,species,lineage,clade,aliases
purple-deadnettle,purple deadnettle,Lamium purpureum,Lamiaceae,plant,
shiso,shiso (perilla),Perilla frutescens,Lamiaceae,plant,perilla;shiso
vietnamese-balm,Vietnamese balm (kinh giới),Elsholtzia ciliata,Lamiaceae,plant,kinh giới
english-lavender,English lavender,Lavandula angustifolia,Lamiaceae,plant,lavender
spanish-lavender,Spanish lavender,Lavandula stoechas,Lamiaceae,plant,
lavandin,lavandin,Lavandula × intermedia,Lamiaceae,plant,
ethiopian-potato,Ethiopian potato (oromo dinich),Plectranthus edulis,Lamiaceae,plant,oromo dinich
livingstone-potato,Livingstone potato,Plectranthus esculentus,Lamiaceae,plant,
forskohlii,forskohlii (pickled root),Coleus barbatus,Lamiaceae,plant,pickled root
chinese-potato,Chinese potato (Hausa potato),Coleus rotundifolius,Lamiaceae,plant,Hausa potato
cuban-oregano,Cuban oregano (Indian borage),Coleus amboinicus,Lamiaceae,plant,Indian borage
lemon-basil,lemon basil,Ocimum × africanum,Lamiaceae,plant,
camphor-basil,camphor basil,Ocimum kilimandscharicum,Lamiaceae,plant,
hoary-basil,hoary basil,Ocimum americanum,Lamiaceae,plant,
african-basil,African basil (clove basil),Ocimum gratissimum,Lamiaceae,plant,clove basil
holy-basil,holy basil (tulsi),Ocimum tenuiflorum,Lamiaceae,plant,tulsi
sweet-basil,sweet basil,Ocimum basilicum,Lamiaceae,plant,basil;thai basil;pesto
black-sesame,black sesame (Africa),Hyptis spicigera,Lamiaceae,plant,Africa
chan,chan (seed),Hyptis suaveolens,Lamiaceae,plant,
rosemary,rosemary,Salvia rosmarinus,Lamiaceae,plant,rosemary
white-sage,white sage (seed),Salvia apiana,Lamiaceae,plant,
chia,chia,Salvia hispanica,Lamiaceae,plant,
spanish-sage,Spanish sage,Salvia lavandulifolia,Lamiaceae,plant,
danshen,danshen,Salvia miltiorrhiza,Lamiaceae,plant,
greek-sage,Greek sage,Salvia fruticosa,Lamiaceae,plant,
sage,sage,Salvia officinalis,Lamiaceae,plant,sage
clary-sage,clary sage,Salvia sclarea,Lamiaceae,plant,
golden-chia,golden chia,Salvia columbariae,Lamiaceae,plant,
pineapple-sage,pineapple sage,Salvia elegans,Lamiaceae,plant,
lemon-balm,lemon balm,Melissa officinalis,Lamiaceae,plant,
northern-bugleweed,northern bugleweed (tubers),Lycopus uniflorus,Lamiaceae,plant,
ground-ivy,ground ivy,Glechoma hederacea,Lamiaceae,plant,
mexican-giant-hyssop,Mexican giant hyssop,Agastache mexicana,Lamiaceae,plant,
korean-mint,Korean mint (bangah),Agastache rugosa,Lamiaceae,plant,bangah
anise-hyssop,anise hyssop,Agastache foeniculum,Lamiaceae,plant,
tukhm-e-balanga,tukhm-e-balanga,Lallemantia royleana,Lamiaceae,plant,
dragons-head,dragon's head (balangu),Lallemantia iberica,Lamiaceae,plant,balangu
hyssop,hyssop,Hyssopus officinalis,Lamiaceae,plant,
moldavian-dragonhead,Moldavian dragonhead,Dracocephalum moldavica,Lamiaceae,plant,
catnip,catnip,Nepeta cataria,Lamiaceae,plant,
self-heal,self-heal,Prunella vulgaris,Lamiaceae,plant,
conehead-thyme,conehead thyme,Thymbra capitata,Lamiaceae,plant,
zaatar-farsi,za'atar farsi,Thymbra spicata,Lamiaceae,plant,
shirazi-thyme,Shirazi thyme,Zataria multiflora,Lamiaceae,plant,
dittany-of-crete,dittany of Crete,Origanum dictamnus,Lamiaceae,plant,
marjoram,marjoram,Origanum majorana,Lamiaceae,plant,marjoram
oregano,oregano,Origanum vulgare,Lamiaceae,plant,oregano
syrian-oregano,Syrian oregano (za'atar),Origanum syriacum,Lamiaceae,plant,za'atar
turkish-oregano,Turkish oregano,Origanum onites,Lamiaceae,plant,
lemon-thyme,lemon thyme,Thymus citriodorus,Lamiaceae,plant,
spanish-thyme,Spanish thyme,Thymus zygis,Lamiaceae,plant,
mastic-thyme,mastic thyme,Thymus mastichina,Lamiaceae,plant,
thyme,thyme,Thymus vulgaris,Lamiaceae,plant,thyme
wild-thyme,wild thyme,Thymus serpyllum,Lamiaceae,plant,
broad-leaved-thyme,broad-leaved thyme,Thymus pulegioides,Lamiaceae,plant,
summer-savory,summer savory,Satureja hortensis,Lamiaceae,plant,
winter-savory,winter savory,Satureja montana,Lamiaceae,plant,
pink-savory,pink savory,Satureja thymbra,Lamiaceae,plant,
hierbabuena,hierbabuena (mojito mint),Mentha × villosa,Lamiaceae,plant,mojito mint
peppermint,peppermint,Mentha × piperita,Lamiaceae,plant,peppermint
river-mint,river mint,Mentha australis,Lamiaceae,plant,
spearmint,spearmint,Mentha spicata,Lamiaceae,plant,mint
apple-mint,apple mint,Mentha suaveolens,Lamiaceae,plant,
japanese-mint,Japanese mint (hakka),Mentha canadensis,Lamiaceae,plant,hakka
horse-mint,horse mint,Mentha longifolia,Lamiaceae,plant,
corsican-mint,Corsican mint,Mentha requienii,Lamiaceae,plant,
pennyroyal,pennyroyal,Mentha pulegium,Lamiaceae,plant,
corn-mint,corn mint,Mentha arvensis,Lamiaceae,plant,
water-mint,water mint,Mentha aquatica,Lamiaceae,plant,
ziziphora,ziziphora,Ziziphora tenuior,Lamiaceae,plant,
kakuti,kakuti,Ziziphora clinopodioides,Lamiaceae,plant,
peperina,peperina,Minthostachys verticillata,Lamiaceae,plant,
muna,muña,Minthostachys mollis,Lamiaceae,plant,
virginia-mountain-mint,Virginia mountain mint,Pycnanthemum virginianum,Lamiaceae,plant,
bee-balm,bee balm,Monarda didyma,Lamiaceae,plant,
spotted-bee-balm,spotted bee balm,Monarda punctata,Lamiaceae,plant,
lemon-bee-balm,lemon bee balm,Monarda citriodora,Lamiaceae,plant,
mexican-oregano-2,Mexican oregano (Lamiaceae),Poliomintha longiflora,Lamiaceae,plant,Lamiaceae
wild-bergamot,wild bergamot,Monarda fistulosa,Lamiaceae,plant,
american-pennyroyal,American pennyroyal,Hedeoma pulegioides,Lamiaceae,plant,
coyote-mint,coyote mint,Monardella odoratissima,Lamiaceae,plant,
wild-basil,wild basil,Clinopodium vulgare,Lamiaceae,plant,
lesser-calamint,lesser calamint,Clinopodium nepeta,Lamiaceae,plant,
ciricote,ciricote,Cordia dodecandra,Boraginaceae,plant,
anacahuita,anacahuita,Cordia boissieri,Boraginaceae,plant,
indian-cherry,Indian cherry (lasoda),Cordia dichotoma,Boraginaceae,plant,lasoda
assyrian-plum,Assyrian plum (lasura),Cordia myxa,Boraginaceae,plant,lasura
grey-leaved-saucerberry,grey-leaved saucerberry,Cordia sinensis,Boraginaceae,plant,
sand-food,sand food,Pholisma sonorae,Lennoaceae,plant,
roble,roble (fruit),Ehretia tinifolia,Boraginaceae,plant,
anaqua,anaqua,Ehretia anacua,Boraginaceae,plant,
koda,koda (fruit),Ehretia acuminata,Boraginaceae,plant,
fukien-tea,Fukien tea,Ehretia microphylla,Boraginaceae,plant,
yerba-santa,yerba santa,Eriodictyon californicum,Namaceae,plant,
virginia-waterleaf,Virginia waterleaf,Hydrophyllum virginianum,Hydrophyllaceae,plant,
lungwort,lungwort,Pulmonaria officinalis,Boraginaceae,plant,
comfrey,comfrey (historical),Symphytum officinale,Boraginaceae,plant,
borage,borage,Borago officinalis,Boraginaceae,plant,
italian-bugloss,Italian bugloss (flowers),Anchusa azurea,Boraginaceae,plant,
common-bugloss,common bugloss,Anchusa officinalis,Boraginaceae,plant,
patersons-curse,Paterson's curse (seed oil),Echium plantagineum,Boraginaceae,plant,
oysterleaf,oysterleaf,Mertensia maritima,Boraginaceae,plant,
du-zhong,du zhong (tea),Eucommia ulmoides,Eucommiaceae,plant,
maltese-fungus,Maltese fungus,Cynomorium coccineum,Cynomoriaceae,plant,
jostaberry,jostaberry,Ribes × nidigrolaria,Grossulariaceae,plant,
golden-currant,golden currant,Ribes aureum,Grossulariaceae,plant,
gooseberry,gooseberry,Ribes uva-crispa,Grossulariaceae,plant,
blackcurrant,blackcurrant,Ribes nigrum,Grossulariaceae,plant,
redcurrant,redcurrant,Ribes rubrum,Grossulariaceae,plant,
american-gooseberry,American gooseberry,Ribes hirtellum,Grossulariaceae,plant,
coastal-black-gooseberry,coastal black gooseberry,Ribes divaricatum,Grossulariaceae,plant,
golden-saxifrage,golden saxifrage,Chrysosplenium alternifolium,Saxifragaceae,plant,
navelwort,navelwort,Umbilicus rupestris,Crassulaceae,plant,
orpine,orpine (leaves),Hylotelephium telephium,Crassulaceae,plant,
roseroot,roseroot,Rhodiola rosea,Crassulaceae,plant,
amur-grape,Amur grape,Vitis amurensis,Vitaceae,plant,
crimson-glory-vine,crimson glory vine (yamabudo),Vitis coignetiae,Vitaceae,plant,yamabudo
riverbank-grape,riverbank grape,Vitis riparia,Vitaceae,plant,
fox-grape,fox grape (Concord),Vitis labrusca,Vitaceae,plant,Concord
summer-grape,summer grape,Vitis aestivalis,Vitaceae,plant,
muscadine,muscadine,Vitis rotundifolia,Vitaceae,plant,
grape,grape,Vitis vinifera,Vitaceae,plant,grape;wine;raisin;raisins;grapes;wine vinegar;balsamic
veldt-grape,veldt grape (stems),Cissus quadrangularis,Vitaceae,plant,
rose-geranium,rose geranium,Pelargonium graveolens,Geraniaceae,plant,
evening-primrose,evening primrose,Oenothera biennis,Onagraceae,plant,
fireweed,fireweed,Chamerion angustifolium,Onagraceae,plant,
hardy-fuchsia,hardy fuchsia (berries),Fuchsia magellanica,Onagraceae,plant,berries
water-primrose,water primrose (rau dua),Ludwigia adscendens,Onagraceae,plant,rau dua
pomegranate,pomegranate,Punica granatum,Lythraceae,plant,pomegranate
mangrove-apple,mangrove apple,Sonneratia caseolaris,Lythraceae,plant,
ling-nut,ling nut,Trapa bicornis,Lythraceae,plant,
water-caltrop,water caltrop,Trapa natans,Lythraceae,plant,
muntries,muntries,Kunzea pomifera,Myrtaceae,plant,
tasmanian-blue-gum,Tasmanian blue gum (oil),Eucalyptus globulus,Myrtaceae,plant,
cider-gum,cider gum (sap),Eucalyptus gunnii,Myrtaceae,plant,
indonesian-bay,Indonesian bay (daun salam),Syzygium polyanthum,Myrtaceae,plant,daun salam
aniseed-myrtle,aniseed myrtle,Syzygium anisatum,Myrtaceae,plant,
lady-apple,lady apple,Syzygium suborbiculare,Myrtaceae,plant,
rose-apple,rose apple,Syzygium jambos,Myrtaceae,plant,
jamun,jamun,Syzygium cumini,Myrtaceae,plant,
malay-apple,Malay apple,Syzygium malaccense,Myrtaceae,plant,
clove,clove,Syzygium aromaticum,Myrtaceae,plant,clove;cloves
wax-apple,wax apple,Syzygium samarangense,Myrtaceae,plant,
water-apple,water apple,Syzygium aqueum,Myrtaceae,plant,
magenta-lilly-pilly,magenta lilly pilly,Syzygium paniculatum,Myrtaceae,plant,
brush-cherry,brush cherry,Syzygium australe,Myrtaceae,plant,
riberry,riberry,Syzygium luehmannii,Myrtaceae,plant,
lemon-myrtle,lemon myrtle,Backhousia citriodora,Myrtaceae,plant,
cinnamon-myrtle,cinnamon myrtle,Backhousia myrtifolia,Myrtaceae,plant,
myrtle,myrtle (berries),Myrtus communis,Myrtaceae,plant,berries
strawberry-guava,strawberry guava,Psidium cattleyanum,Myrtaceae,plant,
brazilian-guava,Brazilian guava,Psidium guineense,Myrtaceae,plant,
guava,guava,Psidium guajava,Myrtaceae,plant,guava
costa-rican-guava,Costa Rican guava,Psidium friedrichsthalianum,Myrtaceae,plant,
feijoa,feijoa,Acca sellowiana,Myrtaceae,plant,
gabiroba,gabiroba,Campomanesia adamantium,Myrtaceae,plant,
palillo,palillo,Campomanesia lineatifolia,Myrtaceae,plant,
guabiroba,guabiroba,Campomanesia xanthocarpa,Myrtaceae,plant,
luma,luma,Amomyrtus luma,Myrtaceae,plant,
allspice,allspice,Pimenta dioica,Myrtaceae,plant,allspice
west-indian-bay,West Indian bay,Pimenta racemosa,Myrtaceae,plant,
murta,murta (Chilean guava),Ugni molinae,Myrtaceae,plant,Chilean guava
pitomba,pitomba (Eugenia),Eugenia luschnathiana,Myrtaceae,plant,Eugenia
cereja-do-rio-grande,cereja-do-rio-grande,Eugenia involucrata,Myrtaceae,plant,
uvaia,uvaia,Eugenia pyriformis,Myrtaceae,plant,
surinam-cherry,Surinam cherry (pitanga),Eugenia uniflora,Myrtaceae,plant,pitanga
grumichama,grumichama,Eugenia brasiliensis,Myrtaceae,plant,
beach-cherry,beach cherry,Eugenia reinwardtiana,Myrtaceae,plant,
araca-boi,araçá-boi,Eugenia stipitata,Myrtaceae,plant,
arrayan,arrayán (Chilean myrtle),Luma apiculata,Myrtaceae,plant,Chilean myrtle
cambuca,cambucá,Plinia edulis,Myrtaceae,plant,
jabuticaba,jabuticaba,Plinia cauliflora,Myrtaceae,plant,
cabeludinha,cabeludinha,Myrciaria glazioviana,Myrtaceae,plant,
rumberry,rumberry,Myrciaria floribunda,Myrtaceae,plant,
camu-camu,camu camu,Myrciaria dubia,Myrtaceae,plant,
rose-myrtle,rose myrtle,Rhodomyrtus tomentosa,Myrtaceae,plant,
coronillo,coronillo,Bellucia pentamera,Melastomataceae,plant,
malabar-melastome,Malabar melastome (fruit),Melastoma malabathricum,Melastomataceae,plant,
kinkeliba,kinkeliba,Combretum micranthum,Combretaceae,plant,
kakadu-plum,Kakadu plum,Terminalia ferdinandiana,Combretaceae,plant,
sea-almond,sea almond,Terminalia catappa,Combretaceae,plant,
okari-nut,okari nut,Terminalia kaernbachii,Combretaceae,plant,
bibhitaki,bibhitaki,Terminalia bellirica,Combretaceae,plant,
haritaki,haritaki,Terminalia chebula,Combretaceae,plant,
albizia-tea,albizia tea (Mauritius),Aphloia theiformis,Aphloiaceae,plant,Mauritius
indian-prickly-ash,Indian prickly ash (teppal),Zanthoxylum rhetsa,Rutaceae,plant,teppal
toothache-tree,toothache tree,Zanthoxylum americanum,Rutaceae,plant,
andaliman,andaliman,Zanthoxylum acanthopodium,Rutaceae,plant,
timur,timur (Nepal pepper),Zanthoxylum armatum,Rutaceae,plant,Nepal pepper
sansho,sansho,Zanthoxylum piperitum,Rutaceae,plant,
chinese-prickly-ash,Chinese prickly ash,Zanthoxylum simulans,Rutaceae,plant,
sichuan-pepper,Sichuan pepper,Zanthoxylum bungeanum,Rutaceae,plant,
green-sichuan-pepper,green Sichuan pepper,Zanthoxylum schinifolium,Rutaceae,plant,
orange-climber,orange climber,Toddalia asiatica,Rutaceae,plant,
white-sapote,white sapote,Casimiroa edulis,Rutaceae,plant,
evodia,evodia (wu zhu yu),Tetradium ruticarpum,Rutaceae,plant,wu zhu yu
buchu,buchu,Agathosma betulina,Rutaceae,plant,
fringed-rue,fringed rue,Ruta chalepensis,Rutaceae,plant,
rue,rue,Ruta graveolens,Rutaceae,plant,
limeberry,limeberry,Triphasia trifolia,Rutaceae,plant,
wood-apple,wood apple,Limonia acidissima,Rutaceae,plant,
grapefruit,grapefruit,Citrus paradisi,Rutaceae,plant,grapefruit;pomelo
sweet-orange,sweet orange,Citrus sinensis,Rutaceae,plant,orange;oranges;orange juice
kumquat,kumquat,Citrus japonica,Rutaceae,plant,
bitter-orange,bitter orange,Citrus aurantium,Rutaceae,plant,
sweet-lime,sweet lime,Citrus limetta,Rutaceae,plant,
trifoliate-orange,trifoliate orange,Citrus trifoliata,Rutaceae,plant,
citron,citron,Citrus medica,Rutaceae,plant,
makrut-lime,makrut lime,Citrus hystrix,Rutaceae,plant,
key-lime,key lime,Citrus aurantiifolia,Rutaceae,plant,lime;key lime;makrut
persian-lime,Persian lime,Citrus latifolia,Rutaceae,plant,
bergamot,bergamot,Citrus bergamia,Rutaceae,plant,
lemon,lemon,Citrus limon,Rutaceae,plant,lemon;lemons
iyokan,iyokan,Citrus iyo,Rutaceae,plant,
kabosu,kabosu,Citrus sphaerocarpa,Rutaceae,plant,
hassaku,hassaku,Citrus hassaku,Rutaceae,plant,
natsumikan,natsumikan,Citrus natsudaidai,Rutaceae,plant,
pomelo,pomelo,Citrus maxima,Rutaceae,plant,
clementine,clementine,Citrus clementina,Rutaceae,plant,
mandarin,mandarin,Citrus reticulata,Rutaceae,plant,mandarin;clementine;tangerine;satsuma
shikuwasa,shikuwasa,Citrus depressa,Rutaceae,plant,
satsuma,satsuma,Citrus unshiu,Rutaceae,plant,
yuzu,yuzu,Citrus junos,Rutaceae,plant,
sudachi,sudachi,Citrus sudachi,Rutaceae,plant,
desert-lime,desert lime,Citrus glauca,Rutaceae,plant,
round-lime,round lime,Citrus australis,Rutaceae,plant,
finger-lime,finger lime,Citrus australasica,Rutaceae,plant,
bael,bael,Aegle marmelos,Rutaceae,plant,
wampee,wampee,Clausena lansium,Rutaceae,plant,
orangeberry,orangeberry,Glycosmis pentaphylla,Rutaceae,plant,
curry-leaf,curry leaf,Murraya koenigii,Rutaceae,plant,
chinese-toon,Chinese toon (xiangchun),Toona sinensis,Meliaceae,plant,xiangchun
santol,santol,Sandoricum koetjape,Meliaceae,plant,
langsat,langsat (duku),Lansium domesticum,Meliaceae,plant,duku
neem,neem (flowers),Azadirachta indica,Meliaceae,plant,
bitterwood,bitterwood,Quassia amara,Simaroubaceae,plant,
kubili-nut,kubili nut,Cubilia cubili,Sapindaceae,plant,
guarana,guaraná,Paullinia cupana,Sapindaceae,plant,
kusum,kusum,Schleichera oleosa,Sapindaceae,plant,
hairy-alectryon,hairy alectryon,Alectryon tomentosus,Sapindaceae,plant,
mamoncillo,mamoncillo (quenepa),Melicoccus bijugatus,Sapindaceae,plant,quenepa
pitomba-2,pitomba,Talisia esculenta,Sapindaceae,plant,
korlan,korlan,Nephelium hypoleucum,Sapindaceae,plant,
pulasan,pulasan,Nephelium ramboutan-ake,Sapindaceae,plant,
rambutan,rambutan,Nephelium lappaceum,Sapindaceae,plant,
matoa,matoa (taun),Pometia pinnata,Sapindaceae,plant,taun
lychee,lychee,Litchi chinensis,Sapindaceae,plant,lychee
ackee,ackee,Blighia sapida,Sapindaceae,plant,
luna-nut,luna nut,Lepisanthes fruticosa,Sapindaceae,plant,
longan,longan,Dimocarpus longan,Sapindaceae,plant,
california-buckeye,California buckeye (processed),Aesculus californica,Sapindaceae,plant,
japanese-horse-chestnut,Japanese horse chestnut (tochi),Aesculus turbinata,Sapindaceae,plant,tochi
black-maple,black maple,Acer nigrum,Sapindaceae,plant,
sugar-maple,sugar maple,Acer saccharum,Sapindaceae,plant,maple;maple syrup
japanese-maple,Japanese maple (momiji tempura),Acer palmatum,Sapindaceae,plant,momiji tempura
red-maple,red maple (sap),Acer rubrum,Sapindaceae,plant,
silver-maple,silver maple (sap),Acer saccharinum,Sapindaceae,plant,
almecega,almécega (fruit),Protium heptaphyllum,Burseraceae,plant,
african-elemi,African elemi,Canarium schweinfurthii,Burseraceae,plant,
chinese-olive,Chinese olive,Canarium album,Burseraceae,plant,
pili-nut,pili nut,Canarium ovatum,Burseraceae,plant,
galip-nut,galip nut,Canarium indicum,Burseraceae,plant,
dabai,dabai,Canarium odontophyllum,Burseraceae,plant,
atom,atom (fruit),Dacryodes macrophylla,Burseraceae,plant,
safou,safou (African pear),Dacryodes edulis,Burseraceae,plant,African pear
jocote,jocote,Spondias purpurea,Anacardiaceae,plant,
umbu,umbu,Spondias tuberosa,Anacardiaceae,plant,
yellow-mombin,yellow mombin (hog plum),Spondias mombin,Anacardiaceae,plant,hog plum
ambarella,ambarella,Spondias dulcis,Anacardiaceae,plant,
wild-mango,wild mango (amra),Spondias pinnata,Anacardiaceae,plant,amra
dao,dao,Dracontomelon dao,Anacardiaceae,plant,
sau,sau,Dracontomelon duperreanum,Anacardiaceae,plant,
chironji,chironji,Buchanania lanzan,Anacardiaceae,plant,
wild-plum,wild plum (Cape),Harpephyllum caffrum,Anacardiaceae,plant,Cape
african-grape,African grape,Lannea microcarpa,Anacardiaceae,plant,
marula,marula,Sclerocarya birrea,Anacardiaceae,plant,
chupandilla,chupandilla,Cyrtocarpa procera,Anacardiaceae,plant,
lapsi,lapsi (Nepali hog plum),Choerospondias axillaris,Anacardiaceae,plant,Nepali hog plum
burdekin-plum,Burdekin plum,Pleiogynium timoriense,Anacardiaceae,plant,
mastic,mastic,Pistacia lentiscus,Anacardiaceae,plant,
chinese-pistache,Chinese pistache (leaves),Pistacia chinensis,Anacardiaceae,plant,
pistachio,pistachio,Pistacia vera,Anacardiaceae,plant,pistachio;pistachios
terebinth,terebinth (menengiç),Pistacia terebinthus,Anacardiaceae,plant,menengiç
smooth-sumac,smooth sumac,Rhus glabra,Anacardiaceae,plant,
staghorn-sumac,staghorn sumac,Rhus typhina,Anacardiaceae,plant,
sumac,sumac,Rhus coriaria,Anacardiaceae,plant,sumac;za'atar
peruvian-pepper,Peruvian pepper (pink peppercorn),Schinus molle,Anacardiaceae,plant,pink peppercorn
brazilian-pepper,Brazilian pepper,Schinus terebinthifolia,Anacardiaceae,plant,
cuachalalate,cuachalalate,Amphipterygium adstringens,Anacardiaceae,plant,
binjai,binjai,Mangifera caesia,Anacardiaceae,plant,
bambangan,bambangan,Mangifera pajang,Anacardiaceae,plant,
mango,mango,Mangifera indica,Anacardiaceae,plant,mango
horse-mango,horse mango (bachang),Mangifera foetida,Anacardiaceae,plant,bachang
kuwini,kuwini,Mangifera odorata,Anacardiaceae,plant,
gandaria,gandaria,Bouea macrophylla,Anacardiaceae,plant,
cashew,cashew,Anacardium occidentale,Anacardiaceae,plant,cashew;cashews
siberian-nitraria,Siberian nitraria,Nitraria sibirica,Nitrariaceae,plant,
illipe,illipe (tengkawang),Shorea stenoptera,Dipterocarpaceae,plant,tengkawang
sal,sal (seed butter),Shorea robusta,Dipterocarpaceae,plant,
dhupa,dhupa (seed fat),Vateria indica,Dipterocarpaceae,plant,
